Question,Answer,질문날짜,답변날짜
CCTV 개인영상자료 CCTV 개인영상자료는 어떤 경우에 열람 및 제공을 받을 수 있나요? 관련해서 궁금합니다.,"저희 동작구 CCTV 통합관제센터에서 관제하는 CCTV 영상의 열람 및 제공 요청은 인터넷 정보공개포털(open.go.kr) 사이트 또는 동작구청 1층 민원여권과에서 정보공개청구 신청을 통해 열람 및 제공받을 수 있습니다.
다만 개인정보보호법에 의거 CCTV 영상 등 개인정보가 포함된 자료를 열람 및 제공할 수 있는 경우는 다음과 같습니다.
 ∙ 본인이 해당 정보주체로서 본인의 영상정보에 대한 열람 및 제공을
   요구하는 경우
 ∙ 타인의 영상정보에 대해 해당 정보주체로부터 별도의 동의를 받은 경우
 ∙ 다른 볍률에 특별한 규정이 있는 경우
 ∙ 범인검거 등 범죄의 수사와 공소의 제기 및 유지에 필요한 경우
 ∙ 법원의 재판업무 수행을 위하여 필요한 경우
 ∙ 통계작성 및 학술연구 등의 목적을 위한 경우로서 특정개인을 식별할
   수 없는 형태로 열람할 경우
 ∙ 그 외 급박한 재난상황, 피해자 구호 등 공익목적상 신속을 요하는 경우
해당 법령에 의거하여 일반적인 경우 영상자료는 민원인 본인의 개인정보에 해당하는 부분에 한하여 제공해드릴 수 있으며 개인정보제공 동의를 구하지 않은 제3자의 개인영상정보가 포함된 경우 해당 부분에 대해 모자이크(마스킹) 처리 후 열람 및 제공이 가능함을 알려드립니다.",2024-07-31,2024-07-31
중대재해 예방 신고 동작구 중대재해 예방 신고센터란? 관련해서 궁금합니다.,"동작구 중대재해 예방 신고센터는 구에서 발주하거나 직접 시행하는 공사와 작업의 각종 유해위험요인에 대해 동작구민이면 누구나 온-오프라인으로 신고, 제안할 수 있는 창구입니다.
신고 접수는 평일 9시~18시 중대재해 예방 신고센터로 전화 또는 방문하거나 구 홈페이지에서 상시 가능합니다.",2024-07-31,2024-07-31
동작구 주차안심번호 주차안심번호 서비스가 무엇인가요? 관련해서 궁금합니다.,"주차 시 운전자 개인 휴대전화 번호 노출로 인한 도용, 스토킹 등의 피해를 예방하기 위한 것으로, 운전자 개인 휴대전화 대신 안심번호를 앱을 통해 발급받아 개인정보 노출 없이 통화를 수신할 수 있는 서비스입니다.
사업내용은 아래와 같습니다.
- 안심번호 신청방법 : (Play 스토어 '주차안심번호 모바' 앱 다운 또는 App Store '안심번호 모바' 앱 다운)  회워가입  로그인  차량용 안심번호 발급받기
- 안심번호 이용방법
  · 상대방이 안심번호로 전화해서 차주(차량이용자)에게 차량 이동 요청
  · 차주(차량이용자)는 안심번호로 걸려온 전화로 통화 후 차량 이동 조치
- 안심번호판 신청기간 : 2024.  ~ 12.
- 안심번호판 신청방법 : 동주민센터 및 기획조정과 방문 수령(신분증 지참)
   앱 서비스 문의 : mova 고객센터 1599-0603",2024-07-31,2024-07-31
동작구 빅데이터 플랫폼 동작구 빅데이터 플랫폼이 무엇인가요? 관련해서 궁금합니다.,"동작구 빅데이터 플랫폼'이란 동작구 빅데이터를 쉽고 유용하게 검색·활용할 수 있는 지능화 서비스 제공 시스템입니다.
제공 서비스는 아래와 같습니다.
- 스마트 상권분석 : 소상공인을 위한 상권검색 및 상권비교 서비스 제공
- 스마트 동작지도 : 행정동별 다양한 생활정보 지도상 구현
- 스마트 데이터센터 : 원천 및 시각화 데이터 다운로드 가능
- 스마트 통계 : 통계연보 등 동작구 통계현황 정보 게시",2024-07-31,2024-07-31
건축물현황도 열람·발급 건축물 도면은 누구나 발급 받을 수 있나요? 관련해서 궁금합니다.,"건축물현황도 중 배치도는 누구나 열람 또는 발급이 가능하지만, 건축물평면도 및 단위세대평면도는 건축물 소유자의 동의를 얻거나 다음에 해당하는 경우에만 발급 또는 열람이 가능합니다.
 건축물 소유자의 배우자와 직계 존·비속 및 배우자
 국가 또는 지방자치단체
 건축물이 경매·공매 중이거나 건축물에 대한 법원의 감정 촉탁이 있는 경우
 건축물의 소유자로부터 건축물의 설계·시공 또는 중개 등을 의뢰받거나 건축물의 관리자로부터 건축물의 점검을 의뢰받은 자가 의뢰사실을 증명할 수 있는 서류를 첨부하는 경우
 해당 건축물의 임차인
 건축물 소유자 또는 금융기관, 공공사업의 시행자 등으로부터 감정평가를 의뢰받은 감정평가법인 등
 다중이용 건축물로서 이용자의 안전·장애인 등의 이용 편의, 그 밖의 공익 목적을 위해 신청하는 경우",2024-07-31,2024-07-31
본인서명사실확인서 본인서명사실확인서의 발급 수수료는 얼마인가요? 관련해서 궁금합니다.,"본인서명사실확인서 수수료 안내입니다.
 본인서명사실확인서의 수수료는 기존 600원이었으나, 「본인서명사실 확인 등에 관한 법률」 개정에 따라 2024년 4월 2일부터 2028년 12월 31일까지 면제됩니다.
 본인서명사실확인서는 본인신분 및 거래의 입증자료로 이용되는 서류로, 인감증명서와 동일한 효력을 가지고 있습니다.
 발급장소 : 전국 행정기관(시·군·구, 읍·면·동·출장소 
 발급방법 : 발급기관에 방문하여 본인 신분증 제출
                  본인서명 사전 등록 불필요, 대리발급 불가",2024-07-31,2024-07-31
생활쓰레기 배출방법 생활쓰레기를 배출하려하는데 어떻게 해야 하나요? 관련해서 궁금합니다.,"배출시간 : 17:00 ~ 22:00, 토요일 및 공유일 전날 제외
배출장소 : 내 집앞 (문전 배출)
배출방법
   - 일반쓰레기 : 종량제봉투 사용 (혼합투입 금지)
   - 음식물쓰레기 : 물기제거 후 전용봉투사용 보관용기에 담아 배출
   - 재활용가능 폐기물 : 비닐봉투 또는 끈으로 묶어서 배출
   - 대형생활폐기물 : 청소대행업체(경청클린 : 820-5143) 전화 및 인터넷 신고 후 배출",2024-07-31,2024-07-31
주민등록증 재발급 관련 문의 주민등록증을 분실하여 재발급하려고 하는데 어떻게 해야 하나요? 관련해서 궁금합니다.,"주민등록증 재발급 처리 절차에 대해 안내드리겠습니다
  - 전국 어디서나 가까운 동주민센터에서 분실신고 및 재발급신청이 가능합니다
    ** 준비물 : 6개월 이내 촬영한 증명사진 1매, 수수료 5,000원
    ** 본인 및 가족이 신분증 지참하여 대리 수령 가능                                                        
 - 직접 방문이 어려운 경우 정부24에서 인터넷으로 재발급 신청이 가능합니다               
    ** 인터넷 접수시에는 정부 24에 사진 1매(파일 가능) 제출하고 수수료 지불(5천원)     
    ** 인터넷으로 신청한 신분증은 대리 수령이 불가하며 본인이 수령기관을 방문하여 확인한 후에만 교부 가능
관련 내용 참고하시기 바랍니다",2024-07-30,2024-07-31
첫만남 이용권 관련 첫만남 이용권 혜택은 무엇이고 신청하려면 어떻게 해야 하나요? 관련해서 궁금합니다.,"첫만남 이용권이란?
출생 아동에게 200만원 이상의 첫만남이용권을 지급하여 생애초기 아동양육에 따른
경제적 부담 경감시켜주는 제도입니다
 지급대상: 출생아로서 출생신고되어 정상적으로 주민등록번호를 부여받은 아동
                 (주민등록상 생년월일로부터 1년이 초과되지 않는 출생아), 대한민국국적 보유자 등
     해외 출생 아동 등의 경우, 주민등록번호를 부여하기 위해서는 국내체류 여부를 확인하고 있음
지원금액 : 출생아당 200만원 이상의 이용권
    ** ‘24년 1월 1일 이후부터는 첫째아 200만원, 둘째아 이상 출생아는 300만원 지급
지급방식 : 국민행복카드 이용권(포인트) 지급을 원칙으로 부득이한 경우 예외 인정
사용가능일 : 이용권 지급일(포인트 생성일)
    ** 기존에 발급받은 국민행복카드가 있는 경우 추가 발급 없이 시군구청에서 지급 결정을 한
       익일에 추가 발급 없이 포인트 생성
    ** 신규 카드 발급일 경우 시군구청의 지급 결정이 있고 금융기관에서 카드발급되어 보호자가 사용등록을
       한 후 포인트가 생성된다는 점을 별도 사용 안내 필요(지자체, 정보원)
    ** 첫만남이용권 지급일 이전에 첫만남이용권이 아닌 다른 방식으로 결제했던 건에 대하여 첫만남 이용권을
       지급받고 취소 후 첫만남이용권으로 재결제 불가
 사용 종료일: 아동 출생일(주민등록일상 생년월일)로부터 1년 
 사용방법 : (매장방문구매) 첫만남이용권이 발급된 국민행복카드로 결제 및 포인트 차감
                   (온라인 구매) 육아용품 등을 온라인 상에서 상품구매 후 결제 및 포인트 차감",2024-07-30,2024-07-31
동작구 어르신 면허반납 교통카드 지원제도 관련 문의 어르신이 자동차 면허증반납하면 얼마를 지원받을 수 있고 절차가 어떻게 되나요? 관련해서 궁금합니다.,"어르신 운전면허 반납 교통카드 지원제도란
실운전자의 운전면허 반납에 대한 보상을 확대하여 운전면허 자진 반납 활성화 및 고령운전자 교통사고 발생 예방에 기여하고자 하는 제도입니다
 
 지원대상 : 서울시에 주민등록된 70세 이상 어르신 중 운전면허를 자진 반납하여 실효처리된 자
                  (54.12.31. 이전 출생자) 
 지원내용 : 대상자별 최소 10만원 ~ 최대 34만원까지 교통카드 지원
- 일반 면허반납자: 서울시에 주민등록된 70세 이상 어르신 중 운전면허를 자진반납하여 실효처리된 자
     *** 최초 1회에 한해, 1인당 10만원이 충전된 서울시 교통카드 지원
- 실운전 면허반납자 : 신청일 기준 동작구에 주민등록을 두고 자동차보험 가입 만료일로부터 1년 이내
                             70세 이상 어르신
     *** 신청시   (총 16만원) : 기본 10만원 + 추가지원금 1회차 6만원
          2~4회차(총 18만원) : 회차별 각 6만원이 충전된 동작구 교통카드 지원
<유의사항>
 - 자동차보험 만료일이 1년 이내임을 증명할 보험사 서류 제출 필요
 - 추가지원 1년간 동작구에 주민등록을 두고 있어야 하며 타구 전출 시 지원 중단
 - 2~4회차 분은 지급월 도래전 선지급 불가, 지급월 이후 신청 시 소급지급 가능
 - 시카드(10만원)와 구카드(6만원) 혼용 지원 불가
 대리인은 면허반납 불가. 다만, 관련서류(경찰서 발행 면허취소 결정통지서, 가족관계증명서, 방문자 신분증)
   지참시 교통카드 대리 수령은 가능
관련 내용 참고하시기 바랍니다",2024-07-30,2024-07-31
종이팩 외에 교환 및 보상이 되는 재활용품이 있나요? 종이팩 외에 교환 및 보상이 되는 재활용품이 있나요? (주민수거보상제에 대해 알고 싶어요) 관련해서 궁금합니다.,"주민수거보상제도란?
재활용이 가능한 자원을 주민이 수거해서 가져오시면 보상해줌으로써 분리배출 의식도 제고하고
자원 재활용 문화도 확산시키는 정책입니다    
기존에 종이팩만 보상해주던 것에서 올해 7월부터 확대 운영하여 투명 페트병과 폐전지가
추가되었습니다                                                                      
- 교환품목 :  종이팩  투명 페트병  폐건전지
- 교환장소 : 각 동 주민센터                                                                   
- 교환시기 : 상시(종이팩,폐건전지) / 매주 목요일(투명 페트병)                          
- 교환방법 : 각 동 주민센터 기준에 따라 교환                                              
  ****종이팩(2kg->화장지 1롤)/ 폐건전지 20개->새건전지 2개(1인 월 최대 40개) / 
       투명 페트병 30개->종량제 봉투 1장(10L)
관련 내용 참고하시기 바랍니다",2024-07-30,2024-07-31
부동산거래신고 부동산 거래신고는 어떻게 하나요? 관련해서 궁금합니다.,"부동산 거래신고는 부동산 거래에 관련된 정보를 공공기관에 신고하는 것을 말하며, 계약체결일로부터 30일 이내에 관할 시군구청에 신고합니다.
신고방법은 인터넷신고(부동산거래관리시스템) 또는 관할구청 직접방문신고 가능합니다.
부동산거래신고를 지연하거나 미신고할 경우 과태료가 부과됩니다.",2024-07-30,2024-07-31
